X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,0.0
6,6,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,0.0
6,6,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,0.0
7,7,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,0.0
6,6,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0
4,4,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0
4,4,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,0.0
6,6,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
7,7,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,0.0
5,5,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,0.0
3,3,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,0.0
6,6,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0
7,7,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,0.0
5,5,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,0.0
4,4,feb,sat,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0
3,3,feb,sat,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0
9,9,feb,fri,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0
9,9,feb,thu,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0
2,2,feb,fri,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0
2,2,feb,mon,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0
