X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,
6,6,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,0.0
3,3,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,0.0
6,6,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,0.0
3,3,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0
6,6,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0
2,2,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
6,6,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0
4,4,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0
6,6,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,0.0
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,0.0
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,0.0
7,7,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0
5,5,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,0.0
6,6,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,0.0
6,6,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,0.0
7,7,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,0.0
6,6,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,0.0
8,8,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0
6,6,mar,fri,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,0.0
6,6,mar,thu,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,0.0
6,6,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,0.0
7,7,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,0.0
5,5,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.0
3,3,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0
4,4,mar,sun,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0
4,4,mar,mon,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0
3,3,mar,mon,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0
3,3,mar,mon,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0
3,3,mar,sat,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0
3,3,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0
3,3,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0
3,3,mar,tue,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0
3,3,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0
4,4,mar,fri,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0
4,4,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0
4,4,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0
3,3,mar,sat,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0
8,8,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0
6,6,mar,sat,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0
1,1,mar,mon,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0
5,5,mar,fri,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0
4,4,mar,fri,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0
4,4,mar,fri,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0
2,2,mar,sun,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,0.0
2,2,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0
4,4,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0
4,4,mar,mon,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0
4,4,mar,tue,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0
6,6,mar,wed,89.2,27.9,70.8,6.3,15.9,35,4.0,0.0,0.0
5,5,mar,sat,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,0.0
8,8,mar,sun,89.3,51.3,102.2,9.6,11.4,99,1.8,0.0,0.0
8,8,mar,fri,91.7,33.3,77.5,9.0,8.3,97,4.0,0.2,0.2
7,7,mar,fri,86.2,26.2,94.3,5.1,8.2,51,6.7,0.0,0.0
