X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,
1,1,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
7,7,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,0.0
2,2,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,0.0
4,4,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,0.0
8,8,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
6,6,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.0
5,5,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,1.4
1,1,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
2,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
1,1,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0
1,1,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,0.0
4,4,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,0.0
2,2,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,0.0
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.4
7,7,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.8
8,8,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.8
7,7,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,6.4
6,6,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,0.0
3,3,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,0.0
4,4,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,0.0
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,0.0
1,1,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,0.0
1,1,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,0.0
5,5,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,0.0
5,5,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,0.0
2,2,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,0.0
2,2,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,0.0
8,8,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
3,3,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,0.0
8,8,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
2,2,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
7,7,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,0.0
8,8,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
1,1,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,0.0
2,2,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0
3,3,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
4,4,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0
7,7,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
1,1,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,0.0
4,4,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,0.0
7,7,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0
6,6,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
8,8,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,0.0
