X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,
7,7,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,0.0
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,0.0
8,8,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,0.0
7,7,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,0.0
8,8,oct,mon,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,0.0
2,2,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0
3,3,oct,wed,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0
3,3,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0
4,4,oct,sun,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0
7,7,oct,sat,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0
7,7,oct,fri,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0
6,6,oct,tue,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0
8,8,oct,mon,84.9,32.8,664.2,3.0,16.7,47,4.9,0.0,0.0
7,7,oct,sat,90.6,43.7,686.9,6.7,14.6,33,1.3,0.0,0.0
7,7,oct,tue,90.6,35.4,669.1,6.7,18.0,33,0.9,0.0,0.0
